accession,gsm_id,immune_state,PC1_immune_decoupling_gradient,PC2,PC3
GSE134347,GSM3943002,Decoupled inflammatory / MHC-II-low,3.832900836144439,1.0004844212546515,1.836978037026078
GSE65682,GSM1602803,Decoupled inflammatory / MHC-II-low,1.234995019722181,0.1086736872943609,-1.4214693966045917
GSE65682,GSM1602811,Decoupled inflammatory / MHC-II-low,1.843598296300251,2.1040098832657903,1.932615701341147
GSE65682,GSM1602815,Decoupled inflammatory / MHC-II-low,1.7831186904355805,-0.7888073132254939,0.8834191834393146
GSE65682,GSM1602819,Decoupled inflammatory / MHC-II-low,3.0687077401903196,0.5728654888233258,-0.1916775571286819
GSE65682,GSM1602823,Decoupled inflammatory / MHC-II-low,1.05246316154675,-0.5721001128929891,0.5389867740853242
GSE65682,GSM1602826,Decoupled inflammatory / MHC-II-low,1.598782525791323,1.0539418740872608,1.4257351795891928
GSE65682,GSM1602829,Decoupled inflammatory / MHC-II-low,2.414820465563272,0.3779114379262139,-0.6901022508063895
GSE65682,GSM1602830,Decoupled inflammatory / MHC-II-low,1.1715250186835686,1.124077328560548,-0.903083974302666
GSE65682,GSM1602831,Decoupled inflammatory / MHC-II-low,1.0761961788043115,2.025349643916517,-0.5113462542516648
GSE65682,GSM1602834,Decoupled inflammatory / MHC-II-low,1.6780801676866142,-0.209175580820269,-0.4250751149229684
GSE65682,GSM1602839,Decoupled inflammatory / MHC-II-low,1.9251532335242425,0.6689461483963993,-0.5728921136237629
GSE65682,GSM1602842,Decoupled inflammatory / MHC-II-low,1.9084702827531093,-0.1999663412974216,-0.4755673931412611
GSE65682,GSM1602844,Decoupled inflammatory / MHC-II-low,4.861697877243235,-1.565489271307798,0.1574266569626267
GSE65682,GSM1602845,Decoupled inflammatory / MHC-II-low,2.5629539327576003,-0.5328248070099597,-0.2380458954442224
GSE65682,GSM1602850,Decoupled inflammatory / MHC-II-low,1.2627075030955173,1.0360148572690098,-0.6814703508761435
GSE65682,GSM1602855,Decoupled inflammatory / MHC-II-low,0.6665050694907511,2.820696460383132,1.5442003543051563
GSE65682,GSM1602858,Decoupled inflammatory / MHC-II-low,2.7135399726466845,0.6664518084096366,1.201229726146142
GSE65682,GSM1602861,Decoupled inflammatory / MHC-II-low,2.455009367644642,0.272867263913264,-0.1724726585045057
GSE65682,GSM1602863,Decoupled inflammatory / MHC-II-low,0.1034962374792161,1.7046008383854234,-0.7765598511751713
GSE65682,GSM1602868,Decoupled inflammatory / MHC-II-low,0.5533564973622737,2.2551393773679353,1.1846679911293791
GSE65682,GSM1602869,Decoupled inflammatory / MHC-II-low,3.026942704604496,-1.524053805762443,0.7288048945705198
GSE65682,GSM1602873,Decoupled inflammatory / MHC-II-low,1.317624736622818,0.7039711254838333,0.2179705874703558
GSE65682,GSM1602879,Decoupled inflammatory / MHC-II-low,1.2536412742867369,0.2802888003188001,-0.699877167968639
GSE65682,GSM1602883,Decoupled inflammatory / MHC-II-low,3.4323883027181417,-0.0072577312472166,1.7992095437618092
GSE65682,GSM1602885,Decoupled inflammatory / MHC-II-low,3.4907387699043766,-1.1842306103394016,0.7632815606791229
GSE65682,GSM1602889,Decoupled inflammatory / MHC-II-low,1.3974134175605484,1.029674987912589,-1.1355724834289738
GSE65682,GSM1602902,Decoupled inflammatory / MHC-II-low,3.7376765494596222,-1.1660691999656714,-0.6325692314985474
GSE65682,GSM1602908,Decoupled inflammatory / MHC-II-low,1.3201908962532534,-1.4729730152126996,-1.1572923958831711
GSE65682,GSM1602922,Decoupled inflammatory / MHC-II-low,2.4714195374293837,-0.7789350388609599,-0.203414755271848
GSE65682,GSM1602923,Decoupled inflammatory / MHC-II-low,1.731193784729718,-0.4873439331186255,-0.1701076173292534
GSE65682,GSM1602924,Decoupled inflammatory / MHC-II-low,2.422940344824349,-0.2619108653699637,0.0550957515431052
GSE65682,GSM1602925,Decoupled inflammatory / MHC-II-low,1.541808910203968,-0.2422379038932069,1.4506857310539187
GSE65682,GSM1602927,Decoupled inflammatory / MHC-II-low,3.1751531857973694,1.2085702438697572,1.4524417665518377
